Firma Adı,Makine Türü,Çekilen Enerji (kWh),Kullanılan Enerji (kWh),Çalışma Durumu,Saat Dilimi,Verimlilik (%),Öneri
Firma A,Pompa,9.934921742783219,4.551739271297455,1,16:00,45.815552342964985,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,12.42958379938316,8.759063230663216,1,16:15,70.46948129588941,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,0.0,0.0,0,16:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,15.14293452956246,12.986957975933194,1,16:45,85.76249174543872,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,32.31443571662611,26.668526503670765,1,17:00,82.52821351279093,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,38.728771647599444,16.348259870673505,1,17:15,42.21218276538557,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,32.748940343641735,18.648011656115433,1,17:30,56.94233602809068,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,11.634114366887346,10.479780983489702,1,17:45,90.078029603327,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,Pompa,0.0,0.0,0,18:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,49.22684925168339,26.00189438338879,1,18:15,52.82055378041408,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,10.96012934864424,9.234850127681899,1,18:30,84.25858704691512,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,48.97514417242533,35.326567769666816,1,18:45,72.13162588208749,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,25.921545568771418,21.89791589813006,1,19:00,84.47766295429248,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,16.379002999105523,8.140583788781509,1,19:15,49.70133889850363,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,0.0,0.0,0,19:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,23.463788782752335,22.1473472424499,1,19:45,94.389475832351,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,Pompa,0.0,0.0,0,20:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,19.452242586095153,10.157718892228546,1,20:15,52.21875497013123,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,23.705150081626986,16.207404691110867,1,20:30,68.37081661707194,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,42.95380459649665,23.78416948888813,1,20:45,55.37150832694338,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,19.799287259235797,12.825703206566057,1,21:00,64.77861065722573,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,17.150601951287047,9.36150434171226,1,21:15,54.584115288208515,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,26.555578224488634,20.75772876328003,1,21:30,78.16711271659666,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,0.0,0.0,0,21:45,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,36.50870175840153,31.134277701573577,1,22:00,85.2790600652044,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,0.0,0.0,0,22:15,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,0.0,0.0,0,22:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,9.186323676501093,6.569985747172719,1,22:45,71.51920592542315,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma A,Pompa,34.054977882268076,20.227707632756665,1,23:00,59.397212656211806,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma A,Pompa,35.288796142024935,15.851884464356385,1,23:15,44.9204455730316,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,0.0,0.0,0,23:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,Pompa,0.0,0.0,0,23:45,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma A,LPG Kompresörü,45.628189101494826,29.245738115290695,1,00:00,64.09576775058244,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,47.101970232606426,30.721580087825767,1,00:15,65.22355633132028,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,20.909226926647797,11.826766993439831,1,00:30,56.56243071506001,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,33.696242985453395,26.85638775668016,1,00:45,79.70143071521063,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,28.20321077851408,26.67438963465976,1,01:00,94.57926561673958,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,5.743113730566986,5.183710917583104,1,01:15,90.25959019396514,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,0.0,0.0,0,01:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,17.88714045001811,11.215258563251007,1,01:45,62.70012020417525,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,02:00,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,39.40849332335364,26.14329044956761,1,02:15,66.33922853902914,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,36.04130239305381,23.45859431112156,1,02:30,65.08808714871164,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,02:45,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,29.995889488385174,19.03033930427476,1,03:00,63.44315714205966,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,44.103177995335024,20.695588332191992,1,03:15,46.925390125811454,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,14.251862504564238,6.831613745665236,1,03:30,47.93488390361171,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,49.33163986368052,39.28681634163116,1,03:45,79.63817227684605,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,45.266918867670654,39.77910156556545,1,04:00,87.87675980742623,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,41.29766011803763,41.08686747400175,1,04:15,99.48957727039888,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,41.313443319831755,19.52586795017113,1,04:30,47.262746411645864,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,9.149281982504089,8.987788247137573,1,04:45,98.23490263306634,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,0.0,0.0,0,05:00,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,5.749099224870331,4.181311971420281,1,05:15,72.7298626771325,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,24.281154818376578,20.88543518146841,1,05:30,86.01499944171435,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,45.716144477144596,19.903972124337088,1,05:45,43.53816874099677,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,19.38850425943454,18.37553737686281,1,06:00,94.77542532927048,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,38.99042030645127,27.056263552562864,1,06:15,69.39207974653763,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,36.247988208429824,26.7816583542982,1,06:30,73.88453726121513,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,21.337308735068312,12.269918491407568,1,06:45,57.50452713486636,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,22.16250089174261,10.470260653081898,1,07:00,47.24313697369302,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,07:15,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,29.22506527115976,18.113570806845882,1,07:30,61.97957348865509,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,07:45,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,39.93563261036551,19.973585619266412,1,08:00,50.01444653234856,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,11.153750552904054,6.542593596218813,1,08:15,58.65823845697666,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,08:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,08:45,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,09:00,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,34.38589929075434,28.71222029663815,1,09:15,83.49998368185263,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,16.669276437406232,11.171975891739978,1,09:30,67.02136072727075,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,43.66316736175245,27.171390316360206,1,09:45,62.22954485010971,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,10:00,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,14.901953303027113,7.497675579483063,1,10:15,50.313374542383116,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,34.200569488831746,32.64462219347856,1,10:30,95.45052226144573,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,27.83205928178556,22.727919293990073,1,10:45,81.66093304085534,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,17.03821673985258,12.735933387407385,1,11:00,74.74921572994135,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,37.95407024041946,37.40286144856511,1,11:15,98.54769517903422,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,0.0,0.0,0,11:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,9.36932851576156,7.446807971643767,1,11:45,79.48070087537617,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,30.6305679715388,24.403126155747486,1,12:00,79.66919248256283,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,27.25338569953636,25.506193258993505,1,12:15,93.58908115195177,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,22.506546999504632,18.945085729374078,1,12:30,84.17588770854569,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,29.22208984274396,27.253467278569175,1,12:45,93.26323827361853,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,0.0,0.0,0,13:00,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,13:15,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,13:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,33.68075640246795,13.801452203993835,1,13:45,40.977263215450044,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,49.06529723013499,29.875740664791294,1,14:00,60.88975783569119,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,29.319709530107378,26.372618074072264,1,14:15,89.94842887850287,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,0.0,0.0,0,14:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,14:45,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,41.695957007565596,26.12466780869235,1,15:00,62.65515815826488,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,9.188469865596083,5.892047604538352,1,15:15,64.12436119097092,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,40.992622893420936,24.589923009017387,1,15:30,59.98621525865796,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,12.824808714365432,5.242052358018712,1,15:45,40.87431223942499,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,17.67586094012828,15.362084028506857,1,16:00,86.90996201283403,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,20.224562511216746,19.91305380931295,1,16:15,98.45975060409326,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,43.34331514271123,38.988465293327465,1,16:30,89.95266090042932,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,12.70289696084031,8.118502023686053,1,16:45,63.91063431210424,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,30.844566022607335,21.852555948804383,1,17:00,70.84734449752895,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,40.82760226109008,20.211341660352588,1,17:15,49.504111289960804,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,17:30,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,31.935055487267714,31.419559348406658,1,17:45,98.3857985182879,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,36.260703606551246,19.990433155057648,1,18:00,55.129744232116785,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,25.632910495846435,18.461764474692053,1,18:15,72.0236762722813,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,49.29829882907278,41.509800856582146,1,18:30,84.20128451187547,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,24.621299084353318,19.893277814882477,1,18:45,80.79702759276634,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,12.240238594668591,10.643563379907443,1,19:00,86.95552212963722,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,0.0,0.0,0,19:15,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,7.965801518520884,4.014031533675624,1,19:30,50.3908052986608,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,0.0,0.0,0,19:45,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,48.49064126090738,23.365030759600632,1,20:00,48.184619035832924,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,0.0,0.0,0,20:15,0.0,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,21.163641239754156,19.261237687508363,1,20:30,91.01098184998389,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,24.810576687481397,23.08107631397195,1,20:45,93.02918108154213,"LPG kompresörü verimli çalışıyor, mevcut ayarlar korunabilir."
Firma A,LPG Kompresörü,29.266413558728555,25.30898806863958,1,21:00,86.47792807906696,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,13.784543312518052,10.331595641927738,1,21:15,74.95058347377665,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,47.672565004662545,26.177867182402117,1,21:30,54.91180761899812,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,LPG Kompresörü,36.463489111614784,28.4096874887605,1,21:45,77.91269618164738,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,40.03618206623524,28.868161709078876,1,22:00,72.10518141145386,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,47.00216723887333,40.06661137692743,1,22:15,85.24417857862134,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
